,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g
0,-0.8844987420334891,0.7854492273303183,-1.4183466493394512,-0.5641420770995512
1,-0.8111257337803929,0.12618789738684139,-1.0622502214477376,-0.5017030510904746
2,-0.6643797172742005,0.43046235736075433,-0.42127665124265357,-1.1885323371903167
3,-1.3247367915520676,1.0897236873042313,-0.5637152223993389,-0.9387762331540105
4,-0.8478122379069417,1.7489850172477082,-0.777373079134367,-0.6890201291177043
5,-0.9211852461600378,0.32903753736945063,-1.4183466493394512,-0.7202396421222426
6,-0.8661554899702147,1.2418609172911876,-0.42127665124265357,0.590979904068365
7,-1.8016613451971948,0.48117476735640713,-0.5637152223993389,-0.9075567201494722
8,-0.3525444321985401,1.5461353772650988,-0.777373079134367,0.060248182991214295
9,-1.1229610188560535,-0.025949332600113284,-1.0622502214477376,-1.1260933111812401
10,-1.1229610188560535,0.07547548739119044,-1.4895659349177939,-0.6265811031086278
11,-0.5176337007680069,0.22761271737814692,-1.3471273637611083,-1.2509713631993933
12,-0.9762150023498597,2.0532594772216193,-0.7061537935560243,-0.5017030510904746
13,-1.7099450848808242,2.002547067225968,-0.20761879450762555,0.24756526101844395
14,-1.343080043615342,0.32903753736945063,-1.1334695070260803,-0.6265811031086278
15,-0.9578717502865853,0.9375864573172747,-0.42127665124265357,-0.9387762331540105
16,-0.2608281718821695,1.799697427243359,-0.2788380800859682,0.37244331303659706
17,-1.746631589007373,0.6333119973433617,-1.204688792604423,-1.0948737981767018
18,0.3811856503324245,2.2053967072085756,-0.4924959368209963,-0.0021908430178622556
19,-1.1229610188560535,0.5825995873477108,-1.91688164838785,-1.0012152591630872
20,-1.1413042709193264,0.7854492273303183,-1.4895659349177939,-0.7514591551267809
21,-1.4714828080582614,1.0390112773085785,-0.8485923647127097,-0.5017030510904746
22,-1.0495880106029558,0.48117476735640713,-1.1334695070260803,-0.314385973063245
23,-0.9395284982233122,0.024763077395537673,-1.4895659349177939,-0.5017030510904746
24,-1.5815423204379062,0.886874047321622,-0.9910309358693951,-0.5017030510904746
25,-0.6093499610843774,0.7347368173346673,-1.2759080781827656,-0.8138981811358574
26,-0.6276932131476518,0.3797499473651016,-0.9910309358693951,-1.2509713631993933
27,-1.104617766792779,0.7347368173346673,-2.059320219544535,-1.3134103892084699
28,-0.6276932131476518,0.886874047321622,-1.4895659349177939,-0.314385973063245
29,-0.8111257337803929,-0.22879897258272253,-1.6320045060744792,-1.1885323371903167
30,-1.233020531235697,0.48117476735640713,-1.6320045060744792,-0.3768249990723216
31,-0.8111257337803929,0.32903753736945063,-0.9198116502910524,-1.1260933111812401
32,-0.5543202048945556,0.886874047321622,-1.204688792604423,-0.3768249990723216
33,-1.3797665477418908,-0.07666174259576604,-0.42127665124265357,-1.0948737981767018
34,-0.8661554899702147,2.002547067225968,-0.3500573656643109,-0.0646298690269388
35,-0.9395284982233122,1.444710557273795,-0.777373079134367,-0.314385973063245
36,-0.3158579280719913,0.6840244073390146,-1.4895659349177939,-0.8138981811358574
37,-1.1596475229826009,1.0897236873042313,-1.4183466493394512,-1.1260933111812401
38,-0.7560959775905711,0.9882988673129275,-1.204688792604423,0.5597603910638267
39,-1.3614232956786163,0.43046235736075433,-1.3471273637611083,-1.3134103892084699
40,-0.5726634569578299,0.6333119973433617,-0.42127665124265357,-0.3768249990723216
41,-1.453139555994987,0.6840244073390146,-1.0622502214477376,-1.3758494152175464
42,0.03266386113021659,1.2925733272868387,-0.3500573656643109,0.24756526101844395
43,-1.2697070353622457,-0.1273741525914188,-1.1334695070260803,-1.5007274672356994
44,-0.7927824817171185,0.836161637325971,-0.777373079134367,0.49732136505475016
45,-0.5176337007680069,0.9375864573172747,-1.3471273637611083,-0.9699957461585488
46,-1.1779907750458751,0.886874047321622,-1.5607852204961365,-1.5319469802402377
47,-1.453139555994987,0.3797499473651016,-0.777373079134367,-0.9387762331540105
48,-0.2975146760087182,2.0532594772216193,-0.7061537935560243,-0.0646298690269388
49,-0.7927824817171185,0.2783251273737979,-1.0622502214477376,-0.876337207144934
50,-0.7010662214007479,0.886874047321622,-0.9198116502910524,0.12268720900029084
51,-1.636572076627728,0.3797499473651016,-0.777373079134367,-0.9387762331540105
52,-0.3525444321985401,1.191148507295535,-0.06518022335094019,-0.1895079210450919
53,-1.7282883369440987,0.48117476735640713,-0.9910309358693951,-1.6256055192538525
54,-0.462603944578185,0.7347368173346673,-0.7061537935560243,-0.6265811031086278
55,-0.9028419940967635,0.17690030738249415,-1.0622502214477376,-0.8138981811358574
56,-0.6093499610843774,0.836161637325971,-0.5637152223993389,-0.5017030510904746
57,-1.3614232956786163,-0.2795113825783735,-1.4183466493394512,-1.6880445452629291
58,-1.1596475229826009,0.9882988673129275,-0.4924959368209963,-0.5641420770995512
59,-1.5081693121848088,-0.1273741525914188,-1.1334695070260803,-1.3134103892084699
60,-0.4809471966414594,2.002547067225968,-0.42127665124265357,0.24756526101844395
61,-1.1596475229826009,-0.07666174259576604,-1.1334695070260803,-0.7514591551267809
62,-0.5176337007680069,0.531887177352058,-0.6349345079776816,-0.1895079210450919
63,-1.3797665477418908,-0.025949332600113284,-1.204688792604423,-1.6880445452629291
64,-0.42591744045163626,0.43046235736075433,-0.6349345079776816,-0.314385973063245
65,-1.5448558163113575,-0.48236102256098273,-0.42127665124265357,-1.0636542851721635
66,-0.5176337007680069,0.9882988673129275,-0.9198116502910524,-0.12706889503601534
67,-1.4714828080582614,-0.2795113825783735,-0.777373079134367,-1.438288441226623
68,-0.3892309363250888,1.1404360972998822,-0.20761879450762555,0.3100042870275205
69,-1.9117208575768398,0.9375864573172747,-0.777373079134367,-0.7514591551267809
70,-0.7744392296538442,0.6333119973433617,-0.777373079134367,-0.3768249990723216
71,-0.7927824817171185,0.024763077395537673,-0.3500573656643109,-0.8138981811358574
72,0.34449914620587574,0.886874047321622,-0.2788380800859682,-0.0646298690269388
73,-1.5448558163113575,0.17690030738249415,-0.777373079134367,-0.6265811031086278
74,-0.20579841569234766,0.6840244073390146,-0.42127665124265357,0.060248182991214295
75,-0.5543202048945556,-0.17808656258706976,-0.7061537935560243,-0.6265811031086278
76,-1.233020531235697,1.1404360972998822,-1.204688792604423,-0.3768249990723216
77,-1.4164530518684382,-0.5330734325566336,-0.9910309358693951,-0.8138981811358574
78,-0.3342011801352657,0.9882988673129275,-0.42127665124265357,-0.2519469470541685
79,-1.7099450848808242,0.024763077395537673,-0.8485923647127097,-1.2509713631993933
80,-0.1874551636290733,0.22761271737814692,-0.3500573656643109,0.6221994170729033
81,-1.3247367915520676,0.836161637325971,-0.9910309358693951,-0.5017030510904746
82,-1.6182288245644536,1.1404360972998822,-0.5637152223993389,-0.0021908430178622556
83,-1.2146772791724239,0.32903753736945063,-0.7061537935560243,-1.0636542851721635
84,-0.4809471966414594,1.5968477872607516,-0.4924959368209963,-0.8138981811358574
85,-1.398109799805165,1.191148507295535,-0.777373079134367,-0.5017030510904746
86,-1.2880502874255202,0.7347368173346673,-0.8485923647127097,-0.876337207144934
87,-1.031244758539683,1.0390112773085785,-0.8485923647127097,-0.314385973063245
88,-0.9211852461600378,0.836161637325971,-0.777373079134367,-0.7514591551267809
89,-1.5081693121848088,0.43046235736075433,0.07725834780574517,-0.8138981811358574
90,-0.5176337007680069,0.48117476735640713,0.2909162045407732,0.12268720900029084
91,-1.8200045972604693,-0.025949332600113284,-1.1334695070260803,-1.0012152591630872
92,-0.7927824817171185,0.48117476735640713,-1.0622502214477376,0.3100042870275205
93,-1.4164530518684382,0.07547548739119044,-0.9910309358693951,-1.1260933111812401
94,-0.5726634569578299,0.886874047321622,0.5045740612758013,0.12268720900029084
95,-1.0679312626662303,0.7347368173346673,-0.777373079134367,-0.6265811031086278
96,-0.6643797172742005,0.6840244073390146,-0.3500573656643109,0.1851262350093674
97,-1.985093865829936,-0.5330734325566336,-1.6320045060744792,-1.6256055192538525
98,-0.1324254074392502,0.6840244073390146,-0.6349345079776816,-0.12706889503601534
99,-1.636572076627728,0.3797499473651016,-0.6349345079776816,-0.5953615901040895
100,-0.5359769528312812,1.444710557273795,0.14847763338408784,0.6534189300774416
101,-1.1413042709193264,-0.5837858425522865,-1.2759080781827656,-1.4070689282220847
102,-1.1229610188560535,1.444710557273795,-0.777373079134367,0.060248182991214295
103,-1.104617766792779,0.7347368173346673,-0.5637152223993389,-1.5943860062493143
104,-0.7744392296538442,0.886874047321622,-1.204688792604423,-0.8138981811358574
105,-0.9762150023498597,0.024763077395537673,-0.13639950892928288,-0.5641420770995512
